timestamp,user_id,user_role,table_name,action,access_details,ip_address,session_id,compliance_level
2025-07-27T23:57:17.118215,compliance_officer_mike,compliance,transactions,EXPORT,Exported 4817 rows for compliance analysis,192.168.1.98,session_8614,compliant
2025-07-28T00:16:16.077144,auditor_emma,audit,marketing_emails,ANALYZE,Performed audit analysis on marketing_emails data,192.168.1.50,session_7050,compliant
2025-07-28T00:23:12.062444,data_scientist_sarah,data_scientist,logs,SELECT,Queried 880 records with filters,192.168.1.148,session_5756,standard
2025-07-28T00:23:58.083628,auditor_emma,audit,users,BACKUP,Created backup of users table,192.168.1.50,session_2277,compliant
2025-07-28T00:57:17.291584,compliance_officer_mike,compliance,logs,ANALYZE,Performed compliance analysis on logs data,192.168.1.98,session_8619,compliant
2025-07-28T01:26:28.312586,engineer_lisa,data_engineer,users,VIEW,Viewed table structure and sample data,192.168.1.197,session_3920,standard
2025-07-28T01:46:56.531780,auditor_emma,audit,users,VIEW,Viewed table structure and sample data,192.168.1.50,session_1898,compliant
2025-07-28T01:56:34.989743,admin_sam,administrator,transactions,VIEW,Viewed table structure and sample data,192.168.1.209,session_8012,standard
2025-07-28T02:02:23.548312,data_scientist_sarah,data_scientist,logs,SELECT,Queried 229 records with filters,192.168.1.148,session_8674,standard
2025-07-28T02:15:37.545429,developer_tom,developer,marketing_emails,VIEW,Viewed table structure and sample data,192.168.1.195,session_9547,standard
2025-07-28T02:17:23.202335,analyst_rachel,data_analyst,marketing_emails,SELECT,Queried 163 records with filters,192.168.1.6,session_2107,standard
2025-07-28T05:14:35.670057,analyst_john,data_analyst,logs,VIEW,Viewed table structure and sample data,192.168.1.65,session_5582,standard
2025-07-28T07:31:20.960855,analyst_john,data_analyst,logs,VIEW,Viewed table structure and sample data,192.168.1.65,session_3921,standard
2025-07-28T07:56:27.882672,admin_sam,administrator,logs,SELECT,Queried 730 records with filters,192.168.1.209,session_2260,standard
2025-07-28T08:00:59.171596,engineer_lisa,data_engineer,marketing_emails,VIEW,Viewed table structure and sample data,192.168.1.197,session_6381,standard
2025-07-28T08:02:00.828727,engineer_lisa,data_engineer,users,SELECT,Queried 933 records with filters,192.168.1.197,session_3004,standard
2025-07-28T08:02:46.150704,data_scientist_sarah,data_scientist,transactions,SELECT,Queried 785 records with filters,192.168.1.148,session_8989,standard
2025-07-28T08:03:19.725636,analyst_john,data_analyst,marketing_emails,SELECT,Queried 376 records with filters,192.168.1.65,session_5867,standard
2025-07-28T08:07:00.808785,analyst_rachel,data_analyst,users,SELECT,Queried 183 records with filters,192.168.1.6,session_5608,standard
2025-07-28T08:09:43.092004,data_scientist_sarah,data_scientist,transactions,VIEW,Viewed table structure and sample data,192.168.1.148,session_9502,standard
2025-07-28T08:28:08.207903,developer_tom,developer,users,VIEW,Viewed table structure and sample data,192.168.1.195,session_8941,standard
2025-07-28T08:36:48.453712,data_scientist_sarah,data_scientist,logs,ANALYZE,Performed data_scientist analysis on logs data,192.168.1.148,session_1850,standard
2025-07-28T08:43:39.472584,auditor_emma,audit,marketing_emails,EXPORT,Exported 7652 rows for audit analysis,192.168.1.50,session_9665,compliant
2025-07-28T08:57:18.303600,marketing_amy,marketing,marketing_emails,SELECT,Queried 631 records with filters,192.168.1.22,session_9394,standard
2025-07-28T09:13:17.538078,admin_sam,administrator,logs,SELECT,Queried 175 records with filters,192.168.1.209,session_1780,standard
2025-07-28T09:14:34.237421,auditor_emma,audit,logs,SELECT,Queried 757 records with filters,192.168.1.50,session_8658,compliant
2025-07-28T09:28:07.903725,auditor_emma,audit,users,BACKUP,Created backup of users table,192.168.1.50,session_8234,compliant
2025-07-28T09:43:21.155296,manager_david,management,logs,ANALYZE,Performed management analysis on logs data,192.168.1.71,session_8440,standard
2025-07-28T10:03:17.277592,analyst_rachel,data_analyst,transactions,SELECT,Queried 720 records with filters,192.168.1.6,session_3654,standard
2025-07-28T10:11:13.349698,admin_sam,administrator,transactions,ANALYZE,Performed administrator analysis on transactions data,192.168.1.209,session_6671,standard
2025-07-28T10:17:08.720694,developer_tom,developer,marketing_emails,SELECT,Queried 854 records with filters,192.168.1.195,session_8489,standard
2025-07-28T10:35:29.048906,manager_david,management,users,VIEW,Viewed table structure and sample data,192.168.1.71,session_5773,standard
2025-07-28T10:55:49.840895,admin_sam,administrator,users,ANALYZE,Performed administrator analysis on users data,192.168.1.209,session_8966,standard
2025-07-28T11:28:40.893173,data_scientist_sarah,data_scientist,marketing_emails,VIEW,Viewed table structure and sample data,192.168.1.148,session_9339,standard
2025-07-28T11:46:27.961905,analyst_john,data_analyst,users,ANALYZE,Performed data_analyst analysis on users data,192.168.1.65,session_2812,standard
2025-07-28T13:50:07.541532,engineer_lisa,data_engineer,users,VIEW,Viewed table structure and sample data,192.168.1.197,session_2728,standard
2025-07-28T14:30:54.679908,admin_sam,administrator,logs,SELECT,Queried 576 records with filters,192.168.1.209,session_8371,standard
2025-07-28T14:32:39.340626,engineer_lisa,data_engineer,logs,ANALYZE,Performed data_engineer analysis on logs data,192.168.1.197,session_4896,standard
2025-07-28T14:37:17.865322,manager_david,management,transactions,ANALYZE,Performed management analysis on transactions data,192.168.1.71,session_1269,standard
2025-07-28T15:03:59.600178,analyst_john,data_analyst,transactions,VIEW,Viewed table structure and sample data,192.168.1.65,session_3127,standard
2025-07-28T15:42:13.944022,analyst_rachel,data_analyst,logs,SELECT,Queried 343 records with filters,192.168.1.6,session_5305,standard
2025-07-28T16:12:54.708497,manager_david,management,logs,SELECT,Queried 521 records with filters,192.168.1.71,session_7237,standard
2025-07-28T17:02:08.997247,data_scientist_sarah,data_scientist,marketing_emails,ANALYZE,Performed data_scientist analysis on marketing_emails data,192.168.1.148,session_1929,standard
2025-07-28T17:38:22.083476,analyst_rachel,data_analyst,users,ANALYZE,Performed data_analyst analysis on users data,192.168.1.6,session_8339,standard
2025-07-28T17:41:24.530654,auditor_emma,audit,logs,SELECT,Queried 951 records with filters,192.168.1.50,session_8891,compliant
2025-07-28T18:09:46.405083,developer_tom,developer,marketing_emails,VIEW,Viewed table structure and sample data,192.168.1.195,session_2870,standard
2025-07-28T18:30:44.735580,marketing_amy,marketing,transactions,ANALYZE,Performed marketing analysis on transactions data,192.168.1.22,session_8571,standard
2025-07-28T18:31:28.686613,engineer_lisa,data_engineer,logs,SELECT,Queried 161 records with filters,192.168.1.197,session_6219,standard
2025-07-28T19:49:24.610044,manager_david,management,marketing_emails,ANALYZE,Performed management analysis on marketing_emails data,192.168.1.71,session_3115,standard
2025-07-28T19:51:12.993565,compliance_officer_mike,compliance,transactions,EXPORT,Exported 9005 rows for compliance analysis,192.168.1.98,session_3401,compliant
2025-07-28T20:50:42.107216,data_scientist_sarah,data_scientist,transactions,ANALYZE,Performed data_scientist analysis on transactions data,192.168.1.148,session_5999,standard
2025-07-28T21:35:29.234124,analyst_rachel,data_analyst,logs,SELECT,Queried 390 records with filters,192.168.1.6,session_7320,standard
2025-07-28T21:40:24.940864,auditor_emma,audit,logs,RESTORE,Standard RESTORE operation on logs,192.168.1.50,session_6288,compliant
2025-07-28T22:05:59.776390,admin_sam,administrator,transactions,SELECT,Queried 243 records with filters,192.168.1.209,session_9684,standard
2025-07-28T22:24:15.629246,analyst_john,data_analyst,users,ANALYZE,Performed data_analyst analysis on users data,192.168.1.65,session_6558,standard
2025-07-28T22:37:13.780404,analyst_john,data_analyst,transactions,VIEW,Viewed table structure and sample data,192.168.1.65,session_4436,standard
2025-07-28T22:52:26.478092,compliance_officer_mike,compliance,logs,RESTORE,Standard RESTORE operation on logs,192.168.1.98,session_8282,compliant
2025-07-28T23:02:22.221377,marketing_amy,marketing,marketing_emails,SELECT,Queried 104 records with filters,192.168.1.22,session_2877,standard
2025-07-28T23:25:06.184654,auditor_emma,audit,logs,BACKUP,Created backup of logs table,192.168.1.50,session_6245,compliant
2025-07-28T23:56:24.536419,auditor_emma,audit,marketing_emails,VIEW,Viewed table structure and sample data,192.168.1.50,session_1389,compliant
2025-07-29T00:47:54.840346,analyst_john,data_analyst,transactions,SELECT,Queried 473 records with filters,192.168.1.65,session_4733,standard
2025-07-29T00:55:34.473199,manager_david,management,logs,VIEW,Viewed table structure and sample data,192.168.1.71,session_3981,standard
2025-07-29T01:12:13.357008,analyst_rachel,data_analyst,users,VIEW,Viewed table structure and sample data,192.168.1.6,session_1842,standard
2025-07-29T01:15:56.259271,engineer_lisa,data_engineer,marketing_emails,SELECT,Queried 366 records with filters,192.168.1.197,session_4148,standard
2025-07-29T01:29:32.344643,data_scientist_sarah,data_scientist,logs,SELECT,Queried 198 records with filters,192.168.1.148,session_1595,standard
2025-07-29T01:56:18.953570,compliance_officer_mike,compliance,users,VIEW,Viewed table structure and sample data,192.168.1.98,session_4350,compliant
2025-07-29T03:02:36.213033,marketing_amy,marketing,users,SELECT,Queried 404 records with filters,192.168.1.22,session_4573,standard
2025-07-29T03:09:39.927232,manager_david,management,logs,VIEW,Viewed table structure and sample data,192.168.1.71,session_3507,standard
2025-07-29T03:09:53.283774,analyst_rachel,data_analyst,marketing_emails,ANALYZE,Performed data_analyst analysis on marketing_emails data,192.168.1.6,session_5765,standard
2025-07-29T03:16:40.922344,manager_david,management,users,VIEW,Viewed table structure and sample data,192.168.1.71,session_3540,standard
2025-07-29T03:20:21.288133,engineer_lisa,data_engineer,marketing_emails,SELECT,Queried 93 records with filters,192.168.1.197,session_5889,standard
2025-07-29T03:35:31.958792,analyst_rachel,data_analyst,marketing_emails,VIEW,Viewed table structure and sample data,192.168.1.6,session_7041,standard
2025-07-29T03:37:19.649325,manager_david,management,users,ANALYZE,Performed management analysis on users data,192.168.1.71,session_8985,standard
2025-07-29T03:52:42.580014,manager_david,management,logs,SELECT,Queried 447 records with filters,192.168.1.71,session_4807,standard
2025-07-29T04:12:39.881635,analyst_john,data_analyst,users,SELECT,Queried 851 records with filters,192.168.1.65,session_5220,standard
2025-07-29T04:27:50.259906,admin_sam,administrator,logs,VIEW,Viewed table structure and sample data,192.168.1.209,session_1089,standard
2025-07-29T05:04:43.111064,analyst_john,data_analyst,users,ANALYZE,Performed data_analyst analysis on users data,192.168.1.65,session_8185,standard
2025-07-29T05:29:17.839342,admin_sam,administrator,logs,SELECT,Queried 202 records with filters,192.168.1.209,session_3452,standard
2025-07-29T05:43:20.321953,auditor_emma,audit,marketing_emails,BACKUP,Created backup of marketing_emails table,192.168.1.50,session_7743,compliant
2025-07-29T05:44:19.168205,manager_david,management,transactions,ANALYZE,Performed management analysis on transactions data,192.168.1.71,session_4449,standard
2025-07-29T05:49:42.031940,engineer_lisa,data_engineer,transactions,ANALYZE,Performed data_engineer analysis on transactions data,192.168.1.197,session_9507,standard
2025-07-29T07:07:22.293281,auditor_emma,audit,logs,VIEW,Viewed table structure and sample data,192.168.1.50,session_7961,compliant
2025-07-29T08:18:24.835494,marketing_amy,marketing,marketing_emails,SELECT,Queried 658 records with filters,192.168.1.22,session_1032,standard
2025-07-29T08:48:04.486926,developer_tom,developer,logs,ANALYZE,Performed developer analysis on logs data,192.168.1.195,session_9230,standard
2025-07-29T09:04:53.266544,auditor_emma,audit,users,BACKUP,Created backup of users table,192.168.1.50,session_6152,compliant
2025-07-29T09:16:39.808708,compliance_officer_mike,compliance,users,ANALYZE,Performed compliance analysis on users data,192.168.1.98,session_1023,compliant
2025-07-29T09:37:03.251109,marketing_amy,marketing,transactions,VIEW,Viewed table structure and sample data,192.168.1.22,session_8702,standard
2025-07-29T10:15:56.886483,developer_tom,developer,users,SELECT,Queried 688 records with filters,192.168.1.195,session_3818,standard
2025-07-29T10:24:06.532041,marketing_amy,marketing,marketing_emails,VIEW,Viewed table structure and sample data,192.168.1.22,session_5658,standard
2025-07-29T10:30:05.705389,admin_sam,administrator,marketing_emails,ANALYZE,Performed administrator analysis on marketing_emails data,192.168.1.209,session_8031,standard
2025-07-29T10:34:27.325795,data_scientist_sarah,data_scientist,marketing_emails,VIEW,Viewed table structure and sample data,192.168.1.148,session_3774,standard
2025-07-29T10:42:50.650976,compliance_officer_mike,compliance,marketing_emails,VIEW,Viewed table structure and sample data,192.168.1.98,session_9337,compliant
2025-07-29T10:46:34.422983,analyst_john,data_analyst,users,SELECT,Queried 214 records with filters,192.168.1.65,session_7375,standard
2025-07-29T10:53:51.970423,developer_tom,developer,users,VIEW,Viewed table structure and sample data,192.168.1.195,session_3815,standard
2025-07-29T11:00:59.553241,engineer_lisa,data_engineer,transactions,ANALYZE,Performed data_engineer analysis on transactions data,192.168.1.197,session_3466,standard
2025-07-29T11:11:45.397131,analyst_john,data_analyst,logs,ANALYZE,Performed data_analyst analysis on logs data,192.168.1.65,session_3489,standard
2025-07-29T11:26:59.857318,engineer_lisa,data_engineer,marketing_emails,SELECT,Queried 610 records with filters,192.168.1.197,session_4242,standard
2025-07-29T11:45:41.827518,auditor_emma,audit,users,ANALYZE,Performed audit analysis on users data,192.168.1.50,session_8352,compliant
2025-07-29T12:22:31.269875,admin_sam,administrator,logs,VIEW,Viewed table structure and sample data,192.168.1.209,session_1002,standard
2025-07-29T12:26:21.960500,engineer_lisa,data_engineer,logs,ANALYZE,Performed data_engineer analysis on logs data,192.168.1.197,session_2036,standard
2025-07-29T12:50:58.836697,analyst_rachel,data_analyst,marketing_emails,ANALYZE,Performed data_analyst analysis on marketing_emails data,192.168.1.6,session_5467,standard
2025-07-29T13:17:18.779388,analyst_rachel,data_analyst,transactions,VIEW,Viewed table structure and sample data,192.168.1.6,session_8532,standard
2025-07-29T13:23:53.199588,developer_tom,developer,logs,ANALYZE,Performed developer analysis on logs data,192.168.1.195,session_4923,standard
2025-07-29T14:27:39.576114,data_scientist_sarah,data_scientist,logs,SELECT,Queried 949 records with filters,192.168.1.148,session_3461,standard
2025-07-29T14:31:46.748826,data_scientist_sarah,data_scientist,users,ANALYZE,Performed data_scientist analysis on users data,192.168.1.148,session_3539,standard
2025-07-29T14:42:38.731602,analyst_rachel,data_analyst,transactions,VIEW,Viewed table structure and sample data,192.168.1.6,session_4752,standard
2025-07-29T14:45:59.593923,data_scientist_sarah,data_scientist,users,VIEW,Viewed table structure and sample data,192.168.1.148,session_5523,standard
2025-07-29T14:59:34.251137,engineer_lisa,data_engineer,marketing_emails,ANALYZE,Performed data_engineer analysis on marketing_emails data,192.168.1.197,session_9624,standard
2025-07-29T15:13:46.630757,auditor_emma,audit,users,EXPORT,Exported 9470 rows for audit analysis,192.168.1.50,session_7452,compliant
2025-07-29T15:45:50.514711,developer_tom,developer,logs,VIEW,Viewed table structure and sample data,192.168.1.195,session_7766,standard
2025-07-29T15:55:59.414560,admin_sam,administrator,users,ANALYZE,Performed administrator analysis on users data,192.168.1.209,session_9112,standard
2025-07-29T17:26:40.800413,engineer_lisa,data_engineer,transactions,VIEW,Viewed table structure and sample data,192.168.1.197,session_1656,standard
2025-07-29T17:36:45.033451,analyst_rachel,data_analyst,logs,ANALYZE,Performed data_analyst analysis on logs data,192.168.1.6,session_9161,standard
2025-07-29T17:40:14.706452,analyst_john,data_analyst,transactions,ANALYZE,Performed data_analyst analysis on transactions data,192.168.1.65,session_2251,standard
2025-07-29T18:17:41.978325,manager_david,management,users,ANALYZE,Performed management analysis on users data,192.168.1.71,session_7766,standard
2025-07-29T18:21:37.895607,analyst_rachel,data_analyst,transactions,SELECT,Queried 39 records with filters,192.168.1.6,session_3307,standard
2025-07-29T18:47:21.260384,analyst_rachel,data_analyst,transactions,ANALYZE,Performed data_analyst analysis on transactions data,192.168.1.6,session_7475,standard
2025-07-29T19:07:44.234017,developer_tom,developer,transactions,VIEW,Viewed table structure and sample data,192.168.1.195,session_7013,standard
2025-07-29T19:17:57.547627,engineer_lisa,data_engineer,transactions,VIEW,Viewed table structure and sample data,192.168.1.197,session_5507,standard
2025-07-29T19:20:37.216519,analyst_john,data_analyst,marketing_emails,ANALYZE,Performed data_analyst analysis on marketing_emails data,192.168.1.65,session_1273,standard
2025-07-29T19:58:16.661474,developer_tom,developer,transactions,VIEW,Viewed table structure and sample data,192.168.1.195,session_4014,standard
2025-07-29T20:20:01.533990,analyst_john,data_analyst,users,ANALYZE,Performed data_analyst analysis on users data,192.168.1.65,session_3157,standard
2025-07-29T20:39:18.480377,marketing_amy,marketing,marketing_emails,SELECT,Queried 581 records with filters,192.168.1.22,session_8901,standard
2025-07-29T20:51:55.663577,compliance_officer_mike,compliance,transactions,RESTORE,Standard RESTORE operation on transactions,192.168.1.98,session_7269,compliant
2025-07-29T20:58:25.203792,admin_sam,administrator,marketing_emails,SELECT,Queried 306 records with filters,192.168.1.209,session_2137,standard
2025-07-29T21:24:49.561362,compliance_officer_mike,compliance,logs,BACKUP,Created backup of logs table,192.168.1.98,session_9780,compliant
2025-07-29T21:25:01.529107,analyst_rachel,data_analyst,transactions,SELECT,Queried 868 records with filters,192.168.1.6,session_8209,standard
2025-07-29T21:43:59.633084,compliance_officer_mike,compliance,logs,VIEW,Viewed table structure and sample data,192.168.1.98,session_1642,compliant
2025-07-29T21:52:02.392076,marketing_amy,marketing,transactions,ANALYZE,Performed marketing analysis on transactions data,192.168.1.22,session_8431,standard
2025-07-29T22:21:18.882898,compliance_officer_mike,compliance,logs,SELECT,Queried 860 records with filters,192.168.1.98,session_3290,compliant
2025-07-29T22:21:56.761071,admin_sam,administrator,logs,VIEW,Viewed table structure and sample data,192.168.1.209,session_8578,standard
2025-07-29T23:15:00.248280,marketing_amy,marketing,marketing_emails,VIEW,Viewed table structure and sample data,192.168.1.22,session_1594,standard
2025-07-29T23:18:40.859532,data_scientist_sarah,data_scientist,logs,SELECT,Queried 745 records with filters,192.168.1.148,session_3539,standard
2025-07-29T23:54:00.938688,data_scientist_sarah,data_scientist,transactions,SELECT,Queried 972 records with filters,192.168.1.148,session_4802,standard
2025-07-30T00:20:12.033064,auditor_emma,audit,marketing_emails,RESTORE,Standard RESTORE operation on marketing_emails,192.168.1.50,session_6112,compliant
2025-07-30T00:26:05.212900,compliance_officer_mike,compliance,logs,BACKUP,Created backup of logs table,192.168.1.98,session_8465,compliant
2025-07-30T00:41:35.797293,engineer_lisa,data_engineer,users,SELECT,Queried 606 records with filters,192.168.1.197,session_8483,standard
2025-07-30T01:02:43.603283,compliance_officer_mike,compliance,logs,BACKUP,Created backup of logs table,192.168.1.98,session_8338,compliant
2025-07-30T01:04:26.512714,engineer_lisa,data_engineer,transactions,VIEW,Viewed table structure and sample data,192.168.1.197,session_2438,standard
2025-07-30T01:08:22.996686,auditor_emma,audit,logs,BACKUP,Created backup of logs table,192.168.1.50,session_3177,compliant
2025-07-30T01:18:02.768232,auditor_emma,audit,marketing_emails,SELECT,Queried 945 records with filters,192.168.1.50,session_5096,compliant
2025-07-30T01:29:13.154174,compliance_officer_mike,compliance,users,RESTORE,Standard RESTORE operation on users,192.168.1.98,session_3103,compliant
2025-07-30T01:49:23.492972,analyst_john,data_analyst,logs,VIEW,Viewed table structure and sample data,192.168.1.65,session_8992,standard
2025-07-30T02:45:43.282407,admin_sam,administrator,marketing_emails,SELECT,Queried 133 records with filters,192.168.1.209,session_7499,standard
2025-07-30T02:48:33.311907,data_scientist_sarah,data_scientist,logs,VIEW,Viewed table structure and sample data,192.168.1.148,session_6948,standard
2025-07-30T02:53:37.972497,data_scientist_sarah,data_scientist,transactions,ANALYZE,Performed data_scientist analysis on transactions data,192.168.1.148,session_8309,standard
2025-07-30T03:53:54.773768,data_scientist_sarah,data_scientist,transactions,SELECT,Queried 274 records with filters,192.168.1.148,session_3031,standard
2025-07-30T04:01:55.964210,marketing_amy,marketing,marketing_emails,SELECT,Queried 339 records with filters,192.168.1.22,session_4575,standard
2025-07-30T04:27:33.240042,engineer_lisa,data_engineer,users,ANALYZE,Performed data_engineer analysis on users data,192.168.1.197,session_7867,standard
2025-07-30T04:50:20.932404,auditor_emma,audit,logs,RESTORE,Standard RESTORE operation on logs,192.168.1.50,session_7020,compliant
2025-07-30T05:32:49.937727,engineer_lisa,data_engineer,users,ANALYZE,Performed data_engineer analysis on users data,192.168.1.197,session_7193,standard
2025-07-30T05:46:57.055727,auditor_emma,audit,users,BACKUP,Created backup of users table,192.168.1.50,session_3245,compliant
2025-07-30T05:58:12.465230,auditor_emma,audit,marketing_emails,BACKUP,Created backup of marketing_emails table,192.168.1.50,session_9097,compliant
2025-07-30T06:16:53.431235,developer_tom,developer,transactions,VIEW,Viewed table structure and sample data,192.168.1.195,session_6511,standard
2025-07-30T06:50:39.385384,auditor_emma,audit,users,ANALYZE,Performed audit analysis on users data,192.168.1.50,session_7722,compliant
2025-07-30T06:55:16.237532,engineer_lisa,data_engineer,transactions,ANALYZE,Performed data_engineer analysis on transactions data,192.168.1.197,session_2815,standard
2025-07-30T07:17:56.279836,analyst_rachel,data_analyst,transactions,VIEW,Viewed table structure and sample data,192.168.1.6,session_2918,standard
2025-07-30T07:56:42.589778,manager_david,management,logs,VIEW,Viewed table structure and sample data,192.168.1.71,session_9963,standard
2025-07-30T08:17:56.335695,marketing_amy,marketing,marketing_emails,SELECT,Queried 762 records with filters,192.168.1.22,session_9168,standard
2025-07-30T08:30:05.204076,engineer_lisa,data_engineer,marketing_emails,SELECT,Queried 256 records with filters,192.168.1.197,session_3219,standard
2025-07-30T08:52:19.086907,data_scientist_sarah,data_scientist,logs,ANALYZE,Performed data_scientist analysis on logs data,192.168.1.148,session_9779,standard
2025-07-30T09:22:38.859727,analyst_john,data_analyst,logs,VIEW,Viewed table structure and sample data,192.168.1.65,session_9867,standard
2025-07-30T09:35:41.320851,data_scientist_sarah,data_scientist,marketing_emails,SELECT,Queried 632 records with filters,192.168.1.148,session_3701,standard
2025-07-30T09:50:59.313794,analyst_john,data_analyst,transactions,VIEW,Viewed table structure and sample data,192.168.1.65,session_6553,standard
2025-07-30T10:01:07.424026,manager_david,management,users,VIEW,Viewed table structure and sample data,192.168.1.71,session_4526,standard
2025-07-30T10:26:49.556503,admin_sam,administrator,transactions,ANALYZE,Performed administrator analysis on transactions data,192.168.1.209,session_6373,standard
2025-07-30T10:58:25.355908,compliance_officer_mike,compliance,logs,RESTORE,Standard RESTORE operation on logs,192.168.1.98,session_6240,compliant
2025-07-30T10:59:40.393109,data_scientist_sarah,data_scientist,users,VIEW,Viewed table structure and sample data,192.168.1.148,session_6461,standard
2025-07-30T11:01:54.584048,auditor_emma,audit,users,BACKUP,Created backup of users table,192.168.1.50,session_1576,compliant
2025-07-30T11:09:53.288000,engineer_lisa,data_engineer,marketing_emails,ANALYZE,Performed data_engineer analysis on marketing_emails data,192.168.1.197,session_3562,standard
2025-07-30T12:14:44.199220,admin_sam,administrator,marketing_emails,ANALYZE,Performed administrator analysis on marketing_emails data,192.168.1.209,session_6836,standard
2025-07-30T12:20:25.689427,developer_tom,developer,logs,ANALYZE,Performed developer analysis on logs data,192.168.1.195,session_2098,standard
2025-07-30T12:29:39.943577,manager_david,management,marketing_emails,SELECT,Queried 806 records with filters,192.168.1.71,session_7146,standard
2025-07-30T12:40:03.997511,manager_david,management,marketing_emails,VIEW,Viewed table structure and sample data,192.168.1.71,session_1382,standard
2025-07-30T13:18:01.240029,analyst_rachel,data_analyst,marketing_emails,VIEW,Viewed table structure and sample data,192.168.1.6,session_3905,standard
2025-07-30T13:23:57.020888,analyst_john,data_analyst,marketing_emails,SELECT,Queried 137 records with filters,192.168.1.65,session_2111,standard
2025-07-30T14:42:58.831160,marketing_amy,marketing,users,SELECT,Queried 41 records with filters,192.168.1.22,session_3171,standard
2025-07-30T15:42:34.844791,data_scientist_sarah,data_scientist,logs,SELECT,Queried 263 records with filters,192.168.1.148,session_7773,standard
